City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Current Description
349,Iguape,-24.7081,-47.5553,74.37,95,98,1.45,BR,overcast clouds
350,Ipubi,-7.6519,-40.1489,66.04,70,82,2.08,BR,broken clouds
351,Hasaki,35.7333,140.8333,43.2,56,90,8.41,JP,overcast clouds
352,Gairo,39.8497,9.5047,51.17,90,98,25.88,IT,moderate rain
353,Yarmouth,41.7057,-70.2286,35.6,87,100,18.01,US,overcast clouds
354,Luanda,-8.8368,13.2343,77.95,77,99,5.03,AO,overcast clouds
355,Nipawin,53.3668,-104.0009,-2.69,100,100,0.58,CA,overcast clouds
356,San Ramon,37.7799,-121.978,48.29,90,0,1.99,US,clear sky
357,Flin Flon,54.7682,-101.865,-4.95,100,100,1.83,CA,overcast clouds
358,Tomatlan,19.9333,-105.25,57.67,62,33,3.22,MX,scattered clouds
359,Maldonado,-34.6667,-54.9167,67.39,91,2,6.4,UY,clear sky
360,San Blas,21.5167,-105.2667,63.3,69,99,2.21,MX,overcast clouds
361,Dillon,34.4166,-79.3712,48.54,60,100,7.45,US,overcast clouds
362,Delta,5.5,6.0,81.82,39,97,4.09,NG,overcast clouds
363,Sarh,9.1429,18.3923,69.71,43,0,3.44,TD,clear sky
364,Calabozo,8.9242,-67.4293,73.83,70,9,7.58,VE,clear sky
365,Coquimbo,-29.9533,-71.3436,60.53,88,75,3.44,CL,broken clouds
366,Mehamn,71.0357,27.8492,31.91,86,0,8.05,NO,light snow
367,Guatire,10.4762,-66.5427,66.38,97,45,0.83,VE,scattered clouds
368,Brenham,30.1669,-96.3977,61.79,67,100,0.0,US,fog
369,Kamariotissa,40.4833,25.4667,58.44,78,87,25.26,GR,overcast clouds
370,Kurilsk,45.2333,147.8833,15.89,66,100,8.93,RU,overcast clouds
371,Baijiantan,45.6333,85.1833,0.45,77,100,2.26,CN,overcast clouds
372,Alofi,-19.0595,-169.9187,76.89,94,63,5.75,NU,broken clouds
373,Takoradi,4.8845,-1.7554,81.3,74,8,1.36,GH,clear sky
374,Buta,2.7858,24.73,87.6,28,25,0.18,CD,scattered clouds
375,Chipinge,-20.1883,32.6236,75.25,63,100,5.66,ZW,overcast clouds
376,Buin,-33.7333,-70.75,66.74,61,100,0.89,CL,overcast clouds
377,Placido De Castro,-10.3353,-67.1856,70.5,95,100,1.43,BR,overcast clouds
378,Lensk,60.7253,114.9278,-33.41,94,100,1.66,RU,overcast clouds
379,Krasnovishersk,60.4078,57.082,8.69,92,28,8.25,RU,scattered clouds
380,Hofn,64.2539,-15.2082,30.45,62,100,19.13,IS,overcast clouds
381,Veraval,20.9,70.3667,75.52,24,2,4.12,IN,clear sky
382,Ancud,-41.8697,-73.8203,49.42,89,17,2.33,CL,few clouds
383,Papara,-3.9839,-38.7273,78.69,95,99,1.16,BR,overcast clouds
384,Cabedelo,-6.9811,-34.8339,75.87,79,78,8.7,BR,broken clouds
385,Lere,10.387,8.5726,69.62,22,22,10.4,NG,few clouds
386,North Battleford,52.7834,-108.2847,17.69,93,100,14.97,CA,overcast clouds
387,Touros,-5.1989,-35.4608,76.86,82,65,8.52,BR,broken clouds
388,Riyadh,24.6877,46.7219,68.14,67,49,15.46,SA,scattered clouds
389,Ajdabiya,30.7554,20.2263,57.16,58,0,14.09,LY,clear sky
390,Kuusamo,65.9667,29.1833,26.64,93,100,17.27,FI,overcast clouds
391,Itaituba,-4.2761,-55.9836,71.51,99,98,1.1,BR,overcast clouds
392,Sao Filipe,14.8961,-24.4956,75.79,67,100,12.35,CV,overcast clouds
393,Oconomowoc,43.1117,-88.4993,43.39,95,100,8.05,US,overcast clouds
394,Teguise,29.0605,-13.564,61.02,63,75,9.22,ES,broken clouds
395,Maraa,-1.8333,-65.3667,71.28,100,100,1.92,BR,overcast clouds
396,Mahanje,-9.9333,35.3333,77.0,65,52,4.14,TZ,broken clouds
397,Biloela,-24.4167,150.5,71.06,92,100,8.41,AU,overcast clouds
398,Coremas,-7.0144,-37.9458,73.71,74,100,3.04,BR,overcast clouds
399,Escanaba,45.7453,-87.0646,35.56,99,100,6.91,US,mist
400,Bayan,46.0833,127.4,0.64,91,78,5.41,CN,broken clouds
401,Khani,41.9563,42.9566,44.17,47,7,4.16,GE,clear sky
402,Huarmey,-10.0681,-78.1522,69.8,77,100,6.2,PE,overcast clouds
403,Banjar,-8.19,114.9675,81.23,85,100,2.28,ID,moderate rain
404,Nouadhibou,20.931,-17.0347,67.98,32,87,14.97,MR,overcast clouds
405,Camana,-16.6228,-72.7111,70.38,83,100,6.44,PE,overcast clouds
406,Hoyanger,61.2204,6.0749,35.1,88,100,6.8,NO,overcast clouds
407,Hamza,40.4264,71.4956,31.95,37,0,4.07,UZ,clear sky
408,Cururupu,-1.8283,-44.8683,70.77,97,27,3.13,BR,scattered clouds
409,Bangassou,4.7413,22.8184,85.21,21,86,5.93,CF,overcast clouds
410,Dombarovskiy,50.7587,59.5386,10.26,72,0,4.99,RU,clear sky
411,Santa Maria,-29.6842,-53.8069,66.67,95,3,4.88,BR,clear sky
412,Siocon,7.7061,122.1353,81.77,82,100,1.61,PH,overcast clouds
413,Barrow,71.2906,-156.7887,-11.18,70,100,21.85,US,mist
414,Pacific Grove,36.6177,-121.9166,50.09,88,100,5.99,US,overcast clouds
415,Ipinda,-9.4833,33.9,79.05,73,90,2.73,TZ,light rain
416,Farafangana,-22.8167,47.8333,82.63,67,29,8.5,MG,scattered clouds
417,Kingsport,36.5484,-82.5618,42.24,90,100,0.89,US,moderate rain
418,Longyearbyen,78.2186,15.6401,21.04,68,75,20.71,SJ,broken clouds
419,Kawerau,-38.1,176.7,65.37,91,99,1.63,NZ,overcast clouds
420,Saldanha,-33.0117,17.9442,62.65,71,35,11.36,ZA,scattered clouds
421,Chimore,-16.9833,-65.1333,70.02,98,78,1.1,BO,broken clouds
422,Guerrero Negro,27.9769,-114.0611,60.31,85,100,13.27,MX,moderate rain
423,Santa Ana,33.7456,-117.8678,54.61,79,75,10.36,US,broken clouds
424,George Town,5.4112,100.3354,91.33,60,20,10.36,MY,few clouds
425,Pelotas,-31.7719,-52.3425,66.65,93,25,2.93,BR,scattered clouds
426,Sola,-13.8833,167.55,82.09,73,41,14.54,VU,scattered clouds
427,Santa Catarina De Tepehuanes,25.35,-105.7333,42.01,56,96,6.11,MX,overcast clouds
428,Aksarka,66.5606,67.7975,4.39,99,100,6.02,RU,overcast clouds
429,San Isidro,-12.1167,-77.05,73.02,77,0,8.05,PE,clear sky
430,Beyneu,45.3167,55.2,35.49,55,100,16.31,KZ,overcast clouds
431,Kerema,-7.9631,145.7785,83.19,68,100,2.8,PG,light rain
432,Santander,43.4647,-3.8044,46.45,88,75,25.32,ES,broken clouds
433,Taltal,-25.4,-70.4833,64.51,84,55,1.36,CL,broken clouds
434,Kihurio,-4.4667,38.0667,84.58,50,71,7.63,TZ,broken clouds
435,Inverness,57.4791,-4.224,31.78,98,40,12.66,GB,light shower snow
436,Tyristrand,60.0837,10.0966,33.53,98,100,6.69,NO,snow
437,Nsanje,-16.92,35.262,81.57,79,100,3.29,MW,light rain
438,Nanortalik,60.1432,-45.2371,14.18,64,100,9.53,GL,overcast clouds
439,Muisne,0.6,-80.0333,74.82,84,100,6.44,EC,overcast clouds
440,Timmins,48.4669,-81.3331,26.42,46,75,5.75,CA,broken clouds
441,Encamp,42.5333,1.6333,25.86,95,100,4.94,AD,light snow
442,Prince Rupert,54.3161,-130.3201,42.49,81,100,19.57,CA,overcast clouds
443,Kungurtug,50.5994,97.5228,7.34,91,100,2.39,RU,light snow
444,Vilyuysk,63.7553,121.6247,-53.55,99,100,3.18,RU,overcast clouds
445,Wellington,-41.2866,174.7756,65.59,88,75,8.05,NZ,broken clouds
446,Skibotn,69.3913,20.2679,29.43,94,99,6.58,NO,light snow
447,Mendoza,-32.8908,-68.8272,72.93,56,20,5.75,AR,few clouds
448,Suffolk,40.8668,-72.7996,35.85,66,0,11.5,US,clear sky
449,Sal Rei,16.1833,-22.9167,73.15,78,100,16.33,CV,overcast clouds
450,Larsnes,62.2028,5.5773,37.0,81,100,4.83,NO,light snow
451,Venice,27.0998,-82.4543,54.99,87,0,4.61,US,clear sky
452,Plonsk,52.6235,20.3755,37.76,82,100,12.28,PL,overcast clouds
453,Saryozek,44.3583,77.9753,17.42,67,0,3.0,KZ,clear sky
454,Port Macquarie,-31.4333,152.9167,74.89,69,14,9.4,AU,few clouds
455,Djenne,13.9061,-4.5533,69.4,17,43,7.38,ML,scattered clouds
456,Burnie,-41.0667,145.9167,71.94,81,100,7.65,AU,light rain
457,Hualmay,-11.0964,-77.6139,70.21,76,100,7.4,PE,overcast clouds
458,Narsaq,60.9167,-46.05,2.34,64,100,10.02,GL,overcast clouds
459,Mafra,-26.1114,-49.8053,67.75,100,100,1.92,BR,overcast clouds
460,Seoul,37.5683,126.9778,31.6,51,75,3.44,KR,light snow
461,Ngerengere,-6.75,38.1167,85.05,60,63,5.95,TZ,broken clouds
462,Kupang,-10.1667,123.5833,86.58,79,40,8.05,ID,scattered clouds
463,Talara,-4.5772,-81.2719,71.06,72,99,10.8,PE,overcast clouds
464,Cherskiy,68.75,161.3,-42.18,99,91,4.92,RU,overcast clouds
465,Sagaing,21.8787,95.9797,86.18,32,0,3.44,MM,clear sky
466,Mananjary,-21.2167,48.3333,83.08,66,28,5.23,MG,light rain
467,Bubaque,11.2833,-15.8333,76.68,50,15,13.71,GW,few clouds
468,Shimoda,34.6667,138.95,46.76,73,98,8.41,JP,overcast clouds
469,Hami,42.8,93.45,20.61,35,1,2.77,CN,clear sky
470,San Cristobal,7.7669,-72.225,63.5,96,49,2.37,VE,scattered clouds
471,Kodiak,57.79,-152.4072,34.47,83,100,0.85,US,overcast clouds
472,Fort Nelson,58.8053,-122.7002,2.79,85,20,2.3,CA,few clouds
473,Benguela,-12.5763,13.4055,81.97,59,100,2.1,AO,overcast clouds
474,High Prairie,55.4334,-116.4858,14.38,97,100,2.66,CA,overcast clouds
475,Kuah,6.3265,99.8432,89.58,45,20,5.75,MY,few clouds
476,Maceio,-9.6658,-35.7353,72.84,94,20,2.3,BR,few clouds
477,Komsomolskiy,40.4272,71.7189,30.92,47,0,4.61,UZ,haze
478,Kichha,28.9167,79.5,64.09,39,0,4.76,IN,clear sky
479,Shirvan,39.9509,48.8994,43.5,68,100,4.52,AZ,overcast clouds
480,Mahibadhoo,3.7833,72.9667,80.51,75,100,6.31,MV,overcast clouds
481,Macau,22.2006,113.5461,55.2,71,40,19.57,MO,scattered clouds
482,Shizukuishi,39.6833,140.9833,32.77,80,100,2.91,JP,overcast clouds
483,Provideniya,64.3833,-173.3,-10.23,78,100,16.71,RU,overcast clouds
484,Nhulunbuy,-12.2333,136.7667,86.61,70,100,11.5,AU,overcast clouds
485,Gizo,-8.103,156.8419,82.74,73,100,7.31,SB,moderate rain
486,Saint-Pierre,-21.3393,55.4781,87.48,51,0,31.07,RE,clear sky
487,Hit,33.6416,42.8251,57.85,57,0,12.39,IQ,clear sky
488,Srednekolymsk,67.45,153.6833,-49.83,99,63,4.21,RU,broken clouds
489,Belaya Gora,68.5333,146.4167,-39.03,100,97,1.3,RU,overcast clouds
490,Tevaitoa,-16.7833,-151.5,81.07,65,67,11.05,PF,broken clouds
491,Pauini,-7.7136,-66.9764,69.33,99,100,1.36,BR,overcast clouds
492,Vestmannaeyjar,63.4427,-20.2734,28.47,71,7,22.12,IS,clear sky
493,Namatanai,-3.6667,152.4333,81.63,74,100,5.41,PG,overcast clouds
494,Demyanovo,60.3511,47.0842,16.79,92,100,10.74,RU,overcast clouds
495,Sibolga,1.7427,98.7792,82.72,72,100,4.68,ID,overcast clouds
496,Sao Raimundo Nonato,-9.0153,-42.6994,70.61,68,100,2.91,BR,overcast clouds
497,Poum,-20.2333,164.0167,78.39,79,100,14.76,NC,overcast clouds
498,San Luis,-33.295,-66.3356,72.39,38,98,9.89,AR,overcast clouds
499,Palmer,42.1584,-72.3287,32.32,75,12,1.5,US,few clouds
500,Awbari,26.5921,12.7805,56.26,32,0,7.34,LY,clear sky
501,Ovsyanka,55.9575,92.5519,15.22,86,100,15.48,RU,light snow
502,Dhidhdhoo,6.8833,73.1,80.35,75,34,9.55,MV,scattered clouds
503,Port Hawkesbury,45.6169,-61.3485,50.59,100,100,9.22,CA,fog
504,Bow Island,49.8668,-111.3684,27.61,93,100,17.27,CA,light snow
505,Rio Branco,-9.9747,-67.81,72.21,100,75,5.75,BR,light intensity drizzle
506,Aykhal,66.0,111.5,-42.68,99,100,6.53,RU,overcast clouds
507,Cockburn Town,21.4612,-71.1419,73.58,56,29,10.87,TC,scattered clouds
508,Faya,18.3851,42.4509,62.71,51,3,7.16,SA,clear sky
509,Znamenskoye,57.1281,73.8282,15.75,86,92,7.7,RU,overcast clouds
510,Port Hardy,50.6996,-127.4199,41.18,100,100,3.44,CA,light intensity shower rain
511,Los Llanos De Aridane,28.6585,-17.9182,59.13,78,75,11.5,ES,broken clouds
512,Agadez,19.75,10.25,57.16,28,0,7.29,NE,clear sky
513,Juegang,32.3174,121.1855,43.99,34,0,5.14,CN,clear sky
514,San Carlos De Bariloche,-41.1456,-71.3082,47.25,66,0,4.61,AR,clear sky
515,Sabha,27.0377,14.4283,55.74,36,0,8.77,LY,clear sky
516,Georgiyevskaya,44.1114,43.4922,32.29,89,97,9.62,RU,overcast clouds
517,San Juan,-31.5375,-68.5364,72.39,60,24,11.07,AR,few clouds
518,Ewa Beach,21.3156,-158.0072,74.98,83,44,4.0,US,scattered clouds
519,Aklavik,68.2191,-135.0107,-24.27,100,92,1.25,CA,overcast clouds
520,Olafsvik,64.8945,-23.7142,28.58,70,71,22.3,IS,broken clouds
521,Lagoa,39.05,-27.9833,58.78,77,98,16.33,PT,overcast clouds
522,Kaili,-3.4626,120.2147,76.32,81,89,0.89,ID,overcast clouds
523,San Policarpo,12.1791,125.5072,80.74,84,100,4.27,PH,overcast clouds
524,Samarai,-10.6167,150.6667,82.99,71,100,4.18,PG,overcast clouds
525,Nabire,-3.3667,135.4833,81.7,82,99,3.09,ID,overcast clouds
526,Catamarca,-28.4696,-65.7852,81.07,60,4,10.87,AR,clear sky
527,Tommot,58.9564,126.2925,-37.21,99,100,0.96,RU,overcast clouds
528,Qaqortoq,60.7167,-46.0333,4.66,62,100,9.75,GL,overcast clouds
529,Kapoeta,4.7717,33.5903,90.09,25,95,18.41,SS,overcast clouds
530,Dunda,-8.1167,34.25,67.01,89,100,1.01,TZ,overcast clouds
531,Hambantota,6.1241,81.1185,84.54,84,40,3.44,LK,scattered clouds
532,Roma,43.2128,-75.4557,20.73,66,50,2.46,US,scattered clouds
533,Zhigansk,66.7697,123.3711,-58.97,99,91,1.41,RU,overcast clouds
534,Tromso,69.6496,18.957,32.38,100,100,12.66,NO,shower snow
535,Tolaga Bay,-38.3667,178.3,61.2,87,97,7.23,NZ,overcast clouds
536,Ormara,25.2088,64.6357,68.52,31,1,3.15,PK,clear sky
537,Kalmunai,7.4167,81.8167,80.8,69,76,11.48,LK,broken clouds
538,Tiznit,29.5833,-9.5,49.66,74,0,2.33,MA,clear sky
539,Neyvo-Shaytanskiy,57.7286,61.2496,18.19,71,2,7.43,RU,clear sky
540,Itarema,-2.9248,-39.9167,72.39,92,86,4.12,BR,overcast clouds
541,Vodnyy,63.5046,53.4095,18.27,91,100,11.56,RU,overcast clouds
542,Piskivka,50.6938,29.6193,39.11,94,100,14.41,UA,overcast clouds
543,High Level,58.5169,-117.136,15.91,100,100,8.05,CA,light snow
544,Xiantao,30.3833,113.4,44.76,33,7,5.46,CN,clear sky
545,Monster,52.0258,4.175,36.99,72,15,5.75,NL,few clouds
546,Grand Forks,47.9417,-97.4337,17.33,86,100,23.02,US,mist
547,San Felipe,10.3399,-68.7425,71.11,87,97,3.11,VE,overcast clouds
548,Lima,-12.0432,-77.0282,71.91,77,0,8.05,PE,clear sky
549,Ler,8.3018,30.1418,85.75,14,75,11.43,SS,broken clouds
550,Port Blair,11.6667,92.75,84.24,54,40,6.91,IN,haze
551,Lavumisa,-27.31,31.892,85.96,46,100,5.28,SZ,overcast clouds
552,Beisfjord,68.3751,17.5988,32.9,92,100,8.37,NO,light snow
553,Tsiroanomandidy,-18.7667,46.0333,80.42,56,99,7.87,MG,overcast clouds
554,Presque Isle,46.6811,-68.0159,26.19,89,100,14.97,US,mist
555,Gubkinskiy,64.434,76.5026,-3.73,97,100,14.85,RU,light snow
556,Coahuayana,18.7333,-103.6833,64.87,54,4,3.76,MX,clear sky
557,San Pablo,14.0669,121.3258,78.91,86,100,8.59,PH,moderate rain
558,Haines Junction,60.7522,-137.5108,10.33,99,100,2.21,CA,overcast clouds
559,Dauphin,51.1494,-100.0502,10.54,85,100,2.3,CA,overcast clouds
560,Reynosa,26.0833,-98.2833,68.7,91,3,8.72,MX,clear sky
561,Naze,28.3667,129.4833,56.32,71,85,11.23,JP,light rain
562,Barcelos,41.5388,-8.6151,53.74,78,100,21.21,PT,overcast clouds
563,Novopokrovka,49.8425,36.5477,32.11,81,100,13.62,UA,overcast clouds
564,Praia Da Vitoria,38.7333,-27.0667,57.76,94,75,14.61,PT,broken clouds
565,Batticaloa,7.7102,81.6924,80.24,69,40,11.61,LK,scattered clouds
566,Podosinovets,60.2776,47.0659,16.41,92,100,10.71,RU,overcast clouds
567,Severnyy,50.677,36.5532,32.04,86,100,17.9,RU,overcast clouds
568,Port Arthur,38.8,121.2667,34.02,49,2,14.43,CN,clear sky
569,Dudinka,69.4058,86.1778,-45.69,97,9,1.9,RU,clear sky
570,Lasa,46.6166,10.7002,30.02,91,63,2.35,IT,broken clouds
571,Ostrovnoy,68.0531,39.5131,33.58,87,100,23.76,RU,overcast clouds
572,Shingu,33.7333,135.9833,46.6,65,83,0.4,JP,broken clouds
573,Folldal,62.1325,9.9968,16.97,97,100,4.32,NO,light snow
574,Guane,22.2025,-84.0875,58.32,90,1,6.4,CU,clear sky
575,Malanje,-9.5402,16.341,67.57,90,100,2.68,AO,light rain
576,Balabac,7.9868,117.0645,82.51,74,76,6.89,PH,broken clouds
577,Sorland,67.667,12.6934,35.46,77,83,15.52,NO,broken clouds
578,Queenstown,-31.8976,26.8753,91.81,23,55,2.1,ZA,broken clouds
579,Okhotsk,59.3833,143.3,-14.85,88,100,10.45,RU,overcast clouds
